
강동호	롯데	6.75	6.75	1
문동욱	한화	13.5	6.75	2
김범수	한화	8.92	5.35	1.67
소이현	NC	8.44	10.13	0.83
김재열	KIA	4.96	4.96	1
장민기	KIA	8.49	11.19	0.76
박주성	키움	5.89	4.42	1.33
윤성빈	롯데	0	9	0
김세현	SSG	10.38	14.54	0.71
최승용	두산	7.85	4.91	1.6
신재영	SSG	8.58	0.64	13.5
배민서	NC	5.18	3.83	1.35
김지용	LG	11.25	2.25	5
문대원	두산	6.75	13.5	0.5
추재현	롯데	0	18	0
노성호	삼성	9	6.63	1.36
이승호	키움	7.04	5.89	1.19
김건태	NC	6.75	9.45	0.71
박진우	NC	9.82	4.09	2.4
김택형	SSG	7.41	5.02	1.48
유원상	KT	8.78	4.73	1.86
장재영	키움	7.13	12.23	0.58
주현상	한화	5.9	3.75	1.57
박관진	키움	0	40.5	0
박진태	KIA	6.23	4.98	1.25
류원석	LG	12	13.5	0.89
문성현	키움	8.1	16.2	0.5
김상수	SSG	6.79	4.63	1.47
윤정현	키움	5.11	3.65	1.4
이승헌	NC	11.81	1.69	7
장지훈	SSG	5.71	2.13	2.68
임준섭	한화	9.28	6.75	1.38
이재익	삼성	4.5	10.8	0.42
유재유	두산	2.7	13.5	0.2
지명성	KT	9	2.25	4
김대현	LG	9.82	7.36	1.33
나원탁	롯데	13.5	13.5	1
김강민	SSG	13.5	13.5	1
강재민	한화	7.82	3.69	2.12
김윤수	삼성	11.84	8.05	1.47
김재웅	키움	7.93	5.57	1.42
정우준	롯데	6.35	7.94	0.8
하준호	KT	7.5	4.5	1.67
양현	키움	4.13	4.88	0.85
이상동	KT	7.11	4.26	1.67
홍건희	두산	9.93	3.27	3.04
이충호	한화	6.06	7.16	0.85
이승재	KIA	6.38	6.75	0.94
신재웅	SSG	9.72	5.4	1.8
김현준	KIA	8.69	5.49	1.58
이우석	NC	7.45	6.52	1.14
신정락	한화	6.3	6.75	0.93
안인산	NC	12.15	9.45	1.29
김태현	NC	5.06	11.81	0.43
하재훈	SSG	4	8	0.5
장현식	KIA	9.39	4.93	1.9
김종수	한화	7.33	6.17	1.19
김성민	키움	6.94	6.75	1.03
김명신	두산	5.78	1.88	3.07
문용익	삼성	7.77	4.09	1.9
정성종	롯데	3	6	0.5
전유수	KT	7.59	5.06	1.5
노시훈	NC	3.86	7.71	0.5
김동욱	키움	6	3	2
이승현	삼성	10.53	5.26	2
박웅	두산	5.4	3.09	1.75
박준표	KIA	5.06	4.78	1.06
이승진	두산	5.21	5.77	0.9
장필준	삼성	6.23	7.01	0.89
박민호	SSG	4.17	2.41	1.73
류진욱	NC	6.44	4.57	1.41
서진용	SSG	8.29	5.75	1.44
최준용	롯데	8.56	3.04	2.81
김도규	롯데	8.36	4.71	1.77
심창민	삼성	10.17	5.61	1.81
김대우	롯데	7.9	6.11	1.29
조상우	키움	9.61	3.89	2.47
고영창	KIA	2.31	3.86	0.6
송재영	롯데	7.98	7.36	1.08
이정용	LG	9.56	2.97	3.22
정해영	KIA	6.75	3.86	1.75
김준형	키움	5.02	4.4	1.14
홍정우	삼성	6.89	2.3	3
이형범	두산	6.75	16.88	0.4
최세창	두산	0	6.75	0
오석주	LG	7.56	6.48	1.17
김민수	롯데	9	9	1
박세웅	삼성	6	9	0.67
권휘	두산	6.64	6.2	1.07
윤명준	두산	5.12	3.94	1.3
송은범	LG	4.58	3.13	1.46
김원중	롯데	9.19	4.02	2.29
김강률	두산	7.14	4.35	1.64
김태훈	키움	7.27	4.62	1.58
김민수	KT	8.53	3.72	2.29
김재윤	KT	8.6	3.22	2.67
이승현	삼성	3.71	4.24	0.88
손정욱	NC	5.84	5.11	1.14
전상현	KIA	5.54	4.15	1.33
백승현	LG	5.4	2.16	2.5
정우람	한화	6.45	4.03	1.6
안영명	KT	8.15	2.8	2.91
김진성	NC	8.84	4.3	2.06
이상규	LG	6	3	2
오승환	삼성	8.27	2.32	3.56
이용찬	NC	8.51	2.68	3.18
임창민	NC	6.47	4.46	1.45
김태훈	SSG	7.6	5.9	1.29
황영국	한화	9.2	6.14	1.5
오현택	롯데	4.41	4.41	1
이대은	KT	6.39	3.19	2
김진영	한화	3.93	6.87	0.57
김성진	키움	6.7	4.97	1.35
구승민	롯데	9.39	4.48	2.1
박건우	KIA	9	3	3
오주원	키움	5.12	1.86	2.75
이보근	KT	7.36	5.73	1.29
윤호솔	한화	7.77	5.55	1.4
강윤구	롯데	8.44	7.88	1.07
문경찬	NC	7.26	5.81	1.25
이교훈	두산	8.64	3.24	2.67
박진형	롯데	12.94	5.63	2.3
박치국	두산	8.18	4.5	1.82
윤산흠	한화	6	6	1
이상민	삼성	5.11	5.11	1
최지광	삼성	8.59	4.73	1.81
진해수	LG	7.92	3.65	2.17
원종현	NC	7.64	3.91	1.96
고우석	LG	10.55	3.57	2.96
한승혁	롯데	11.25	11.25	1
최성훈	LG	7.3	4.2	1.74
최동환	LG	3.18	6.35	0.5
정우영	LG	5.68	3.6	1.58
진명호	롯데	8.88	5.18	1.71
박시영	KT	10.2	3	3.4
배성근	롯데	4.5	4.5	1
홍민기	롯데	0	54	0
이창재	KT	6.41	3.38	1.9
이강준	롯데	4.32	14.04	0.31
홍성민	NC	5.66	2.61	2.17
김태형	LG	9	18	0.5
김유영	롯데	8.2	6.75	1.21
오동욱	한화	4.68	5.76	0.81
김대유	LG	9.95	2.66	3.73
우규민	삼성	6.43	1.65	3.89
이준영	KIA	6.56	4.79	1.37
송윤준	한화	5.68	4.26	1.33
홍상삼	KIA	8.25	4.75	1.74
장원준	두산	3.86	8.68	0.44
김기탁	한화	8.76	5.11	1.71
주권	KT	3.49	3.49	1
남호	두산	6.75	10.13	0.67
박재민	롯데	6.75	6.75	1
임정호	NC	6.23	6.49	0.96
